Property_ID,Habitability_score
0x69b8,77.90515200193992
0x8a31,78.00768300252592
0x9497,83.58187709533459
0x9495,71.64488847909755
0x488c,64.07341337801206
0xbab1,59.614443743631014
0x875c,63.584819415382285
0x1cdd,77.93943832081587
0xc5b0,58.65899741154003
0x9eaf,55.655218748129926
0x66df,62.792869399711066
0x107c,72.01003931678865
0x9f1d,71.91885461635394
0x9d34,72.15232841380532
0x66a9,82.667736605024
0x722a,76.86518727852582
0x5e91,78.64127512637904
0xd7a,83.17060240100578
0xc7be,65.1903431716811
0x47f3,60.2423844328688
0x1168,81.85103508830736
0x8fdc,76.75206593662321
0x6aa2,58.36041692668838
0x63d3,58.428619104788055
0xac28,80.30334979906354
0x6d74,50.03160033622966
0x411d,64.78630081307435
0xbc3a,70.72491150019977
0x30b5,60.37623766646175
0xab36,70.90038796168562
0x1653,70.09187303535016
0x2294,45.265234251302005
0x90b7,64.27447655797901
0x83e0,82.68066165689584
0x8d63,74.39412327910335
0x3038,75.53273172588904
0x7293,73.87717024202539
0x7c1a,62.0394263330833
0xa43e,85.33768666374992
0x4c03,77.59183980420515
0xc7fe,76.08242333649326
0x7cfd,74.10854170781329
0xa4f8,68.50258048505398
0x3ff1,72.297348290489
0xa2a8,77.46157242855466
0x7656,76.4897833464704
0xb226,65.6122507678798
0xc443,71.87926560705455
0x7d7a,72.37983339052886
0x6075,70.41420796821208
0x45f2,77.17184466438857
0x86f7,85.67705834964102
0x121a,85.22645606276907
0x5d53,67.80529226570013
0xb292,85.89938977749956
0x155a,79.35437322487273
0xc6bd,71.89110227444891
0x9716,80.89393428818555
0x1e7e,83.17624803005845
0x1b9a,59.1441209542172
0x584c,75.30265391109876
0x5b83,76.2480644881869
0x24db,73.67814610196145
0x2a4e,76.44835092116911
0x9455,72.25685020206419
0x589c,78.59316042512562
0x8e04,78.07973088153992
0x4420,69.8596832462774
0xbb11,72.98184918702296
0x7c73,54.77004017081147
0x58be,73.06868632206074
0xb0dd,76.02677128101223
0x254c,82.14586062808526
0x532c,70.44720545739989
0x79ad,81.53642831226468
0x6702,79.60498823476247
0x229c,83.17380363013316
0x77c7,82.50582961025404
0xa3a,82.02896262564855
0xa415,77.71015321985087
0xa2b1,67.88996952593376
0xbe0c,72.15383365554464
0x4160,82.12169507143295
0xaaf0,57.14314736531681
0x95fd,69.55710301291042
0x3521,77.20922072534414
0x9752,83.15346205893482
0x820c,71.36414001913792
0xf84,83.9944349276746
0x4c8e,72.28630340960967
0x132a,83.0882221120836
0x668,83.52866461846935
0x3d7e,70.80481894086338
0xa6f2,75.08354711549808
0xb2cf,75.68349733531932
0x7408,82.87885150683435
0x3105,55.50238663471651
0x1e67,84.70808761248207
0xb018,73.12736035825996
0x37b2,76.70667144510747
0x63d9,61.40752450494135
0xad38,69.81476983109422
0x2625,82.09894974929918
0x7686,75.94207230531826
0x2cf7,74.76688051140232
0xc27a,75.6270752087836
0xbeaa,78.99454104444563
0x5096,71.31588816443431
0x252c,55.76560356174578
0x702b,77.5776626776358
0x65a0,64.3828015435418
0xc5f6,74.80045912367375
0x3779,68.75050721888714
0xa657,79.5747848170021
0x90c8,82.83940986920592
0x7a93,76.0047080560234
0x6b22,58.556667783474936
0x6348,74.13495696780004
0x7667,84.0992789233555
0x3d11,59.11016259138307
0x39a6,80.57648164619454
0x21eb,68.36722200972173
0xad62,62.588040704741076
0x128e,71.54193522433843
0x3722,70.29583126080588
0x2a7a,71.83695063939768
0x7d0d,67.90910634735448
0xb6f6,78.83581936890538
0x9eb0,79.38556405304925
0x8651,70.15515320089936
0xad8c,80.06535934908393
0x51e6,74.4547190625952
0x10da,66.44824315361817
0xb3c8,76.86874177838894
0x35c7,68.98177288930421
0x393a,54.43304796235794
0x83ac,78.46317942921682
0x25e1,53.37269916413511
0x61c8,82.87272956581577
0xa7d5,47.11210768525092
0x4c30,74.6340204368453
0xa86,76.02524432381259
0x8015,70.31488882362561
0x1a65,85.09325781394949
0xc12,57.675978394604584
0x32b3,68.61596039090969
0x2e41,76.18463120234696
0x7838,66.36749567420935
0xf8e,69.18005703737401
0x1bbf,73.50344063884056
0x956d,78.5850419478144
0x1b82,68.02310448299292
0x9f35,77.4348717161365
0x8b49,76.89558057156756
0x2c13,74.25138539114374
0x84e8,80.52969252961987
0x4ea8,82.46893462563102
0x5e1e,82.05441701198897
0xb583,67.14776603677619
0x2bbe,77.25345297069265
0x9dd5,77.08201208540245
0x9823,71.0303273812943
0x9fc3,78.79750322245354
0x5887,75.35371103970371
0x2eee,70.025625817243
0x46e3,70.70493464003385
0xc69f,72.68591540192779
0x754f,67.34341016101956
0x653c,84.45015711427007
0x35cd,72.45960942636209
0x45e9,78.08974009977292
0x3b44,72.56330174580503
0x10dc,62.078460756068914
0x7e3d,64.2181535508841
0x30d0,75.84383004796972
0xa455,70.32541105187227
0xb01e,64.75565882259181
0x86da,75.58104019642303
0xb9f1,80.22430318529517
0x8e6e,85.61924862568489
0x4318,75.92473639628905
0x3e5d,77.71853061282368
0x310a,84.8646747279121
0x4b37,79.91373198544815
0x54ca,77.12615450222066
0x91fa,69.06178612533867
0x295a,82.2165554583404
0x10ed,77.84045735049197
0x4946,78.17478207103898
0x2ac8,68.03040945832878
0x7792,69.39868850526192
0x7e81,80.17455573147126
0xc392,77.22694213355584
0x8afc,73.02960492586374
0x5c30,74.43120366940673
0x3060,71.99545590288676
0xbe63,73.71925539253043
0xbc5f,72.69250210072987
0x5a68,76.64631286181688
0xadc6,70.97813999714609
0x72fe,70.80308132023234
0x35af,85.29068688374383
0x3fb6,76.90797757389547
0xbb62,79.0100392860927
0x846b,70.69456071076843
0x1065,77.1542498396978
0x1549,77.7957971023506
0x6431,74.52600076455373
0x8c5b,74.00405667454504
0x8769,68.32327428949438
0x1c88,78.78313139929335
0x3459,65.36281879230734
0xc3a9,76.65260388996677
0xb497,58.165993519063164
0x81d9,70.19117714040635
0x6f14,70.11700521426856
0x3b3b,82.377337889244
0xbd55,69.94945253350306
0x2ad5,77.06048747988685
0x369c,73.74722507379693
0x7f08,73.74587295234835
0x32bb,64.47159845988159
0x6b36,73.64949042955078
0x50cf,80.41724213933114
0xaaa5,70.2855206233009
0x6634,73.89547184601041
0x9210,66.26845048481474
0x650e,77.17126354130497
0x43c4,77.21871786087377
0x4e5d,58.28811013201282
0x7dae,76.07445797947278
0x3ec4,83.84215740057496
0x9e8f,83.65514476365647
0x8132,83.86948173968713
0x5ef1,79.7885566367897
0x7158,77.86246175332136
0x725d,70.26812142251124
0x5f44,81.53017978772519
0x58ce,80.1267801317907
0x1beb,76.01804514384756
0x7650,63.083950212636
0x96de,83.04279179288754
0x2054,70.1242212883844
0x3a5b,84.02504463276753
0xc5ef,82.36135410166337
0x4c38,83.31743909997863
0x9f64,77.84876570308455
0x2f59,78.81032340626483
0x3010,81.01543969899103
0xc02d,80.00829670170339
0x8873,76.42989526958307
0x2919,65.15078644777134
0x658c,70.40183750265399
0x5311,82.25936746917036
0x4316,77.65811895599342
0x34cf,74.19228910077145
0x2923,78.35197536500583
0xa15d,64.2497298782431
0x16a7,83.94751347895925
0x2e2f,74.98671098044805
0x2bfa,82.42599120997065
0x5546,75.20108953277885
0x4ef0,55.879865434355295
0x90b9,60.42050759411113
0xc24a,71.55215028469335
0x3987,59.00385493026299
0x9d91,83.15008686442377
0x1fc2,81.2291057234078
0x938c,77.10553322721069
0x5783,80.74551395923977
0x1f23,77.01479731771893
0x2421,83.85526657910839
0x9519,83.31860134614585
0x5ff6,81.99644528548299
0x5138,72.01945237240777
0xdc6,85.14771086827268
0x1570,78.21641012024139
0x3e39,76.40244434695
0xb84,76.26975818083379
0x7348,76.77836036170882
0x8a7f,71.35880504332485
0x64ac,76.12981436430161
0x7a79,82.81866201067504
0x1eb6,69.3559822898028
0xaf32,64.26139263719665
0x3d7f,82.07368616555038
0x805c,77.26941022150345
0x1d6c,73.70806313998014
0x4962,68.29446642410323
0x4552,65.0121682159179
0xbdfb,71.27472969432489
0x73df,59.6136094535056
0x96b4,72.40392990680095
0x77c8,88.52700732794364
0x5d75,61.22081328729482
0x46f5,70.47399599834833
0x828c,63.270012194128974
0x17b4,64.3418812009439
0xbd5e,61.5170798497413
0x5f55,74.98785725977473
0x2a53,67.9326898536129
0x413d,60.05400370766117
0x5262,70.03877210247553
0x4620,64.65464456098468
0x9f3e,82.6236482459986
0x4f9c,62.50397110436089
0xa8d7,82.12852471905605
0x3d93,80.53710330032656
0x1e05,81.65474747653019
0x7c5d,73.52105050306162
0x2002,64.24798650899227
0xa5c7,84.43398914308499
0x5325,77.4694319902043
0x6338,76.03853983533662
0x23f4,75.64544103183934
0x834e,70.42551176475298
0x7134,76.27861090151936
0x17e2,76.78138681202799
0x6064,69.52336198943775
0x93a0,58.889059259489756
0x52c7,71.40609027576237
0x8b32,76.71041135065096
0xa57e,84.94414928753048
0x9fd1,59.910943612279524
0x5afd,67.4810816314467
0x22ea,55.95444939644541
0x8088,76.77436154050378
0xbcc4,75.62043543644185
0x1770,71.9763398696161
0xc8bf,80.67324391955482
0x42b8,67.19164471662332
0x86d0,75.75293172727672
0x9284,68.47950331287917
0xa1ab,80.09198173021137
0xc30,64.89230130630267
0xab9a,65.48146109130516
0x8760,74.7952971289912
0x9e1d,71.37962194223596
0xc7ac,70.46911556209798
0x868d,70.95197697689088
0x238e,77.86727982512153
0x8db3,59.71362033785603
0x8087,76.52011334775167
0x1a51,73.40864743769279
0x62c4,72.0975531520601
0x69be,69.02723514218137
0xa097,59.24609161986965
0x8872,76.06341309859344
0xa87c,77.03593642405205
0xb388,84.2824883629701
0xb5dc,76.9423904762923
0x27da,69.49345999094935
0x7a05,71.92400993510644
0x4806,76.65359704900268
0x6d9f,73.48050062011592
0xaf99,77.51377577954341
0xe13,76.08186875017948
0x4452,65.4685462576541
0x2fa1,84.20058438601383
0xa534,77.9367916210594
0xc34d,72.35470121161046
0x4b64,86.07654056785601
0x5e98,64.52833350292885
0x2e81,79.08395136925866
0x17af,64.67584695907826
0x124e,82.16470177885378
0x466c,83.17376112652275
0x1689,58.585022036613644
0xbf02,77.3371578600404
0x92b2,76.82179507192251
0x6a6,70.78713428764232
0x6eed,74.12426657973235
0xa8be,65.4910374854358
0x1c31,77.71389312539435
0x5bcc,70.9891906266452
0x6ecd,78.8882448805651
0xc18b,73.05209133233595
0x4a88,83.44409315360654
0x346f,78.72842425061808
0x964e,68.682632069519
0x539d,77.80282237387483
0x2e07,83.99223701886106
0x12df,75.58873252556194
0x25fa,76.2254834318749
0x5369,67.08184009878079
0xb4fc,82.68223593901538
0x42e2,70.02219215228101
0x129b,83.07500678647085
0x2375,77.71259854708644
0x5ffd,70.28502932874758
0x83dc,71.19250350994659
0x970a,67.52725733954816
0xb3b,82.11022218776074
0x9791,70.9560665539365
0xaa29,76.45438303365741
0x154b,65.74831787712685
0x56e5,70.1370462935052
0x65b4,76.31914574493479
0x8858,64.3117202867939
0x492c,79.66921237980715
0x6546,67.217490350766
0x27a5,83.78383210856764
0xc277,80.96352180043368
0x72c8,77.1788274323024
0xaf7d,79.96747733316684
0x2259,81.35428908395795
0x9925,76.45470524107944
0x7b55,60.1748314909227
0x3a54,59.01764655764986
0xc8d2,81.47289497967367
0x416e,74.02422248268202
0x84b,81.21740046084385
0x55aa,49.571070352997666
0x6c3f,59.554808833785486
0x3676,63.04850739621262
0xb596,68.76395974470114
0x75e7,65.04323246057352
0x7500,76.36583928435941
0x89f5,81.29509495316366
0x519d,62.92896844263922
0x6618,69.50815494884186
0x6dae,73.0529946628416
0x7fa7,70.2179203564349
0x4649,76.68972678388053
0xb0a6,72.77428431547472
0x9eee,71.93226074455833
0x7a5d,64.43583918465598
0xad15,63.06701576962983
0x4b44,73.92601343803338
0xa608,51.35161156161864
0x81c4,70.05122757525439
0x3965,67.49338880524432
0x99f2,77.6364310119663
0x13c5,82.57255308338424
0xa11,71.23239393851796
0x67f0,71.43560102644852
0x5215,66.33563871572844
0x17f8,83.81837734310515
0x2c5d,70.23880054710645
0xc3f,71.14410910488154
0x923d,77.33464924104439
0x2070,72.48932062225887
0x2e1d,63.91005421504248
0xa71a,71.32495729717107
0x2a56,82.8248414948343
0x9efd,70.79631496436969
0xbfb0,84.34946500314209
0x90f7,79.29493486623862
0xac95,80.18731262352208
0xba1f,74.40191954899255
0x3478,65.199138349226
0x4d90,62.38292690904818
0x1107,75.27303161642199
0x84b7,65.94344899135658
0x48ad,84.08877841056918
0xc008,78.35793843711389
0x8199,81.52772871186984
0x8933,70.99402373797565
0x7c46,63.00503018238853
0x9415,70.07969337238372
0x483e,80.37603634430181
0xadd2,82.75254044877852
0x90b3,77.84871837816465
0x8b86,68.67290255509764
0xd6f,71.38830557579023
0x4282,72.05850276223393
0xb028,76.75699909470472
0x7a15,67.07013001490733
0x4ad4,59.09830420852839
0x7fd8,59.738240434071045
0x16e8,73.65384821316846
0x648d,84.90476647206151
0xa216,84.79689027744166
0x4258,72.72766428603133
0x3585,74.34295559076094
0x1224,84.13266191172579
0x4a89,78.75729633507994
0x8d0f,76.29263490779798
0x19e7,83.83129664635722
0xb6ed,77.05210433829427
0x6799,82.20346671624853
0x2d50,71.07708996109915
0x863f,81.38039398547073
0x10c1,72.87874281197313
0xa7fa,68.28592569261893
0x51f3,53.106914795950374
0x2d22,63.7727881046376
0x46ee,77.33332812596666
0x956e,63.73365845621043
0x7b40,70.56571356963647
0xbc45,84.72115074511439
0xac7b,74.11509165162474
0xc104,73.33692751472063
0x453b,76.12076601971492
0x8091,77.28322263704037
0x770e,80.86750306135825
0xb765,41.4918644678617
0xc18d,82.93539092598047
0x8786,58.28128048438972
0x4c4d,79.57670209469373
0x591e,59.770989225818056
0xb0e3,67.89905462551107
0xa48d,73.95466336182426
0x5173,76.33954485927379
0x5c22,82.29079067623863
0xc8ef,85.156251599757
0xb1ef,80.88476993000722
0x5ae6,76.18591521072557
0x9d53,78.30285153787592
0x45fc,84.16677339485065
0xc11d,74.20917621885772
0x11bc,70.87632245178438
0x841a,77.22235644064739
0x15cb,56.59913819569874
0x9e6d,69.88894565123124
0x1484,79.39087341940277
0x7a25,64.2271593918604
0x6bdd,82.37033822717933
0x6568,81.99293868614156
0x3fba,77.13380247312861
0x137d,73.73230348563246
0x516f,83.76843426538011
0x5b60,64.76258404736498
0x7d1b,73.63490033971883
0xbc7,58.49799374727573
0x8a36,82.87498501776999
0x9dfb,79.9755325187176
0x8ae7,71.887922703839
0x8fd4,82.2123619405445
0x59eb,69.37750689531839
0x3dfb,76.75258376794636
0x4da8,76.49897424141855
0x3148,74.88732279548137
0xea1,54.458755515740165
0x4abf,76.25719209137459
0x6cec,72.96115979894304
0x2eb8,65.82355554497153
0x4629,54.74926577551077
0x643a,74.77635593147161
0x463d,79.15368050455797
0x7c63,77.45035846054404
0x50b9,73.22247576682976
0xc645,68.20807808000839
0x9248,72.01081606377338
0x6d98,56.18519241422982
0x3d1a,76.08113450680514
0x9394,72.08009065950999
0x2f53,76.5480821017079
0x9b77,70.52356861642116
0x3653,62.87586750976459
0x9021,81.58495504947041
0x5466,69.67602501571987
0x81c7,79.2027193244671
0x5275,80.8801276212684
0x9236,59.41282597735028
0xac12,83.57259062323637
0x3b54,79.52585179246381
0xc6dd,78.8178390450321
0x10c0,59.648661022126724
0x9c31,58.44399523251524
0xa255,62.6334351962568
0x3efa,74.96117733550662
0x975b,83.87643797083112
0x900a,71.74796831737754
0xa1e7,77.49643412189442
0x786a,65.90883471643882
0x33dc,82.17814466204877
0x692b,81.79007459378309
0xbec0,63.299506050664284
0x8d30,67.39057902815696
0x1b79,85.9634697414555
0x5d01,78.09081251740986
0x9143,68.92425535065243
0x2932,76.32350352855248
0xa2af,62.78571272335644
0x2900,63.405534935283015
0x6657,63.49474388757513
0xaa9d,58.70453445341721
0xa661,76.42228887497524
0x69fe,65.21615205083319
0x7589,60.49719296055444
0x511e,78.36471536290583
0xc2fd,83.98897336834064
0x2ded,84.36287113134648
0x53a2,82.17777420239658
0x7c3e,76.52649420443184
0xafde,71.79345263742354
0xaf84,74.20597493278747
0x3b85,71.9381918829853
0xbcb7,76.69986833425422
0x3371,61.3572393589545
0x430f,77.36352132550626
0x759d,76.81728416801408
0x5a6c,76.44905862777361
0xc307,59.319946159894926
0xba25,71.0698690656738
0x2239,77.85360456303479
0x4d6a,77.86752277394255
0x765b,59.94545081280764
0x7c98,58.22536951324711
0x93d3,77.64828939482098
0x2105,76.78802658436973
0xb25c,69.26340296430912
0xc75f,70.17841542704602
0x7c2e,83.10459232615699
0x8662,82.04603961901617
0x8754,80.11260300522135
0xf1e,84.76344399731092
0x9213,68.15362502568519
0xea4,77.2000665853866
0xa14c,61.50502677029576
0x93c3,69.81998844160717
0x78d9,80.17616769589168
0xbbff,84.08355405143645
0xe26,71.59004417697207
0x916b,63.83820195992962
0x5998,61.58412070898403
0x4135,69.71166345604439
0x6783,64.22504649026763
0x2e77,78.74873353642678
0x9086,66.40042766530766
0x1b7f,83.90273239591676
0x83ba,57.67043275536011
0x89d4,75.26220407490412
0x70da,74.79072868194208
0x8e3d,69.39164726689714
0xc6eb,63.315575772775986
0x40ad,75.6983671289629
0x9e13,68.06701452091937
0x1da9,67.5332168693655
0x850b,82.26742265472113
0x131b,71.96560569891923
0x4613,66.80422388451119
0x9612,80.1673725183468
0x6d2,83.24999770202315
0x7a84,81.71628909413806
0xa937,72.82718962444821
0x72e7,64.98149521906453
0x1cd2,65.4376351332892
0x2a18,68.14245356128497
0xa431,72.22555932713661
0x3254,71.24624885766528
0x330d,67.90704651930139
0x295e,69.46429223583529
0x4f1a,79.15863537809983
0x23ea,69.22673553726835
0x4008,76.04601389780379
0xb594,77.44816630035027
0x4ca7,76.45663848561162
0x7e55,65.47866127125795
0x1b43,74.39511068951951
0x347e,82.6673511058415
0x8124,79.57115424912018
0xb1a0,71.63788974434314
0xc632,76.5748518545063
0x809c,86.29459091266031
0x7c9c,82.92655324482519
0x7482,76.30655311870575
0x2f6a,76.85079373990528
0x980,58.33309258757622
0xbfa9,77.41504797626135
0x824,77.16095290379998
0x397f,59.19657747224776
0x403b,75.72232202218379
0xa505,68.80900067071549
0x2942,84.78550240099025
0x7db,71.94972323710846
0x5335,77.4898633899329
0x51b9,81.16387152517635
0x7741,77.1255100873766
0x341e,84.01544170186705
0x885f,63.801945641530885
0x7784,80.76851726972487
0x971,84.9994321623781
0x581e,68.17044310339125
0xb576,65.77604850357154
0x16cc,77.07614331142567
0x4481,68.99661039755817
0x61be,64.1361853548571
0xec8,72.83447381163401
0x8d69,76.07688251855828
0xa131,70.19100805327506
0x94a6,68.83803609368888
0xac2d,72.93854680894995
0xa305,81.70017872303652
0x75c4,83.8743148510176
0x11e9,78.21668982405303
0xb50e,74.04674117454384
0x95ba,65.3161686838034
0x8c66,75.8251110111211
0xb020,81.4261700821697
0x1c58,82.14424959097511
0x8048,67.8652861379583
0xa9b1,70.26006623696048
0x8566,70.95494681137966
0x9888,70.8002447451945
0x342b,69.10319201387011
0x6f7e,68.31256758287763
0xaee9,66.00485827682377
0x1b32,67.4848432524505
0x75ab,76.66403909133808
0xc5d6,74.21809223130374
0x22b8,86.60795618393477
0x98cb,63.85130092024226
0xb616,64.15474198050448
0x3da4,84.14935340591094
0x60c4,73.39056224575896
0xbd6d,66.16824397656319
0x5ade,70.57731396413985
0x7d49,81.03472964070248
0x4e9c,81.58489175770997
0x36ec,65.18667805513766
0x83c2,79.01937848002211
0xf09,75.87388609405915
0x2362,73.84082409509637
0xad3,86.37754559179317
0x2487,66.25988768616159
0xc229,46.964536685960844
0x9f9,74.72520995858952
0x59a6,78.94920537508936
0x706b,76.62863395721558
0x17ea,70.87686681987738
0xc932,71.70729092360065
0x534d,82.86344309371754
0x55df,77.37782503559652
0x6aff,75.9420041922483
0x447d,65.6740305129992
0x4fb2,73.55100075378022
0x34c8,65.76140087059892
0xa9d6,49.274147302865785
0x68d0,82.80545150637178
0x3682,61.26923422912971
0x50c1,81.72505198629334
0xc1ca,59.951816629957534
0x2d16,70.52810030847965
0x9c6,64.87690439042544
0x912,77.9463370088192
0x93c7,59.456725445347466
0x2d4b,72.04870420743234
0x79ab,76.37402105343108
0x9567,76.55074958961444
0xbc2f,84.95999052474966
0x63ce,67.90936526301607
0x2715,77.87862519796256
0x5110,78.88276253308108
0x120a,77.37846945044058
0x904e,83.10951526601775
0x2144,73.78550446525813
0x7685,80.75901920688496
0x687e,62.86529795659803
0xb3bc,77.20872943079081
0xb387,71.4089636057908
0x8cc,71.49682618525414
0x122b,59.417960507952714
0x260f,61.88839605937167
0xb4d9,54.88059982017841
0x1492,64.62138815613528
0x8276,62.69903799951989
0xbc5e,81.88108445846672
0x550c,74.22988732239797
0x2278,83.6756969982862
0x584b,73.52870514989964
0xbef6,51.601644521114494
0x787e,65.18328689378606
0x179a,81.09555780308605
0x8f63,74.28901461914111
0xa0ea,74.02609336276403
0x135c,72.70372089005
0x2be9,70.6836056584194
0xe48,65.24309089076287
0x6697,77.23780735737459
0xc542,74.91844940458716
0x6588,65.94132012292326
0xa9ad,77.15182530061227
0x16c7,77.7760734092265
0x2d0e,75.61334687315718
0xc31d,71.58698097166229
0xbf55,72.87458384283877
0x4c04,68.98150822502285
0x636f,81.68426531179777
0x2c1b,64.8367550461925
0xb734,70.55272040469467
0x4dcb,67.20576337274173
0xc23d,77.72465255384226
0x434a,73.5908477514309
0x11e6,82.3847959848706
0x599e,58.637129810452336
0xc513,80.20050233967528
0xb284,84.51798523348396
0xb28c,64.40640676526056
0x83e7,67.43526006444839
0xa07,59.465002791569205
0xc29b,79.11260704166934
0x891c,76.27413675260155
0x3145,78.8389423236849
0x4efc,77.17817726883857
0x69e2,66.87413807378235
0x8a15,85.76377145919545
0x9311,77.98123545714958
0x3b52,84.31769880050173
0x9fad,75.91487547703727
0x1875,71.36881426155787
0xa900,71.36797997143245
0x56bc,67.75044796357469
0x6746,64.2430268141409
0x8039,83.22948222238402
0xe53,86.86468645891304
0xb52f,77.1771531034318
0xc1db,77.65086130557744
0x330c,73.30689318409154
0x74e4,77.65193947183417
0x852d,81.60132433623355
0x609d,79.49215234529126
0x3d09,74.11135174608128
0x4954,78.64366291047394
0xc5bf,77.97372371238151
0xc213,69.8827555971427
0x2353,72.7568170016151
0x53bf,81.99835292055562
0x3f0c,66.51523965462995
0x2787,70.30517527604478
0xa24f,81.8735528528589
0x62c6,64.93857834017399
0xc86b,71.1374693325398
0x3439,82.44489565249961
0xb3f,85.09512776672122
0x53ef,80.61750203554351
0x2c76,76.59444321548972
0x9115,78.24898982485712
0x89c,54.60874083589498
0x9b23,77.50081844228197
0x9e6b,77.83030430287872
0x747e,64.45549383739984
0x1d9c,87.11253300683491
0x806f,56.87616399597423
0x491f,64.35212854668842
0x9336,67.85855560977599
0x12c8,70.3276607552067
0x2f30,62.90140115470603
0x7202,74.7945270579365
0x7481,60.158810948351444
0x1858,81.03155587565522
0x794,61.34053189792879
0x3f85,67.04880585460236
0x79a3,82.06691980968773
0x4e96,63.44149558302956
0x1a6b,83.4134569117438
0xae93,71.76277964057016
0x3a9a,70.16378950953374
0xb9d0,83.46224256461112
0x63f5,69.35085350782013
0x2be4,77.3468665863117
0xc218,84.18833475535688
0x9d84,76.93559758365981
0x5382,67.38929019846884
0x8714,82.4100972509203
0x9c2b,65.56939625343944
0x88bb,63.75992634452621
0xa49a,74.97515883817485
0xb359,80.85016807963933
0x7a18,76.32775551679933
0xb229,83.66842338102968
0x74b6,71.1464278485962
0xbb3e,79.41557184690852
0xb970,70.94130255566375
0x1cad,63.89355741744818
0x28aa,64.10108646131609
0x82b,83.13707198402165
0x159f,65.27077419228767
0x343b,69.54709379467741
0x4de5,67.74623273031844
0x3616,71.05582427124511
0xc1b9,76.17193370805735
0xa0ee,74.24183425476417
0x74e1,76.96534071323771
0x26bd,66.90926350409322
0x42a2,81.99689500373621
0x1cb8,67.57352955210996
0x4e72,68.06015833652644
0x8d29,70.17307023301217
0xb1a4,70.78132433582499
0x7c0d,78.76358161461003
0x1f40,70.38507696808863
0xa86b,73.14275727413721
0x80b0,84.03341627712055
0x79a8,77.198392256516
0x997a,67.5293238435313
0x16d6,58.94167911603183
0x6bcc,76.4719778583482
0xaa8f,55.20745047825825
0xb8c5,81.84826755364975
0x7879,67.27450509762488
0x8dc5,64.95152992881566
0x268d,64.55127927027326
0x268a,67.1489234616339
0x16e3,76.49388796304629
0xac53,67.06188495407521
0x87e3,75.06492812540051
0x200f,85.19745739478631
0xc269,78.17220441166273
0x5794,82.34507464343054
0xaf37,59.11860327611632
0x4173,81.90014294859671
0x4c09,82.19272807595067
0x478c,83.47870167990453
0x80c0,71.29218643825521
